r,0.5,178.25
r,1/12,2141/12
55,0.5,178.5
58,1/3,178.75
r,1.0,178.75
67,10/3,178.75
r,1/3,2149/12
53,2/3,2153/12
58,0.5,179.75
r,1/6,2161/12
51,0.75,180.25
r,0.25,180.25
58,1/3,180.5
r,2/3,1085/6
r,1/12,181.0
53,0.5,2173/12
58,0.5,181.5
r,1/6,2179/12
70,0.75,2185/12
r,0.5,2185/12
r,2.0,2185/12
75,0.5,2191/12
55,0.5,2191/12
r,0.25,1097/6
58,0.5,2197/12
r,2/3,2197/12
75,1.5,2203/12
53,0.75,183.75
58,0.25,2209/12
r,0.5,553/3
r,1/12,184.5
55,0.5,2215/12
58,29/12,1109/6
r,0.5,2221/12
r,0.75,2221/12
r,1.75,2221/12
58,0.5,2221/12
56,0.5,2227/12
58,0.5,1115/6
r,0.5,2233/12
r,0.25,559/3
74,1.0,2239/12
53,0.5,2239/12
58,0.75,1121/6
r,1.0,2245/12
55,0.25,2251/12
r,0.5,2251/12
r,0.25,1127/6
58,0.5,2257/12
r,1.5,2257/12
r,2.0,2257/12
56,0.25,2263/12
58,0.75,1133/6
70,1.5,2275/12
50,0.75,2275/12
58,0.5,2281/12
r,0.25,571/3
53,1.0,2287/12
r,0.5,2287/12
58,0.5,2293/12
r,0.75,2293/12
53,0.25,2293/12
51,0.5,2299/12
58,0.5,1151/6
r,0.25,2305/12
72,1/3,577/3
70,1/3,577/3
r,1/12,577/3
50,1.0,2309/12
r,1/6,578/3
69,0.25,1157/6
58,0.25,1157/6
70,0.25,1157/6
r,1/3,2317/12
51,1/3,2321/12
r,2/3,2321/12
77,1/3,193.75
58,1/3,193.75
r,0.25,2329/12
r,1.0,2329/12
r,1.75,2329/12
77,1/6,2329/12
58,1/6,2329/12
80,0.5,583/3
53,0.5,583/3
58,0.5,1169/6
80,3.5,2341/12
r,1/12,586/3
51,2/3,2345/12
58,0.5,1175/6
53,2/3,2353/12
r,0.75,589/3
58,1/3,196.75
55,0.5,2365/12
r,1.5,2365/12
58,0.5,2371/12
79,2/3,2377/12
51,2/3,2377/12
58,0.5,2383/12
r,1/3,198.75
53,0.5,2389/12
r,1/3,2389/12
58,0.5,2393/12
r,0.25,2395/12
55,0.25,1199/6
r,1/6,2399/12
r,0.25,2401/12
r,1.75,2401/12
58,0.5,601/3
67,0.25,1205/6
51,0.25,1205/6
r,1/3,2413/12
58,0.5,2417/12
68,0.5,2417/12
70,0.5,1211/6
55,0.5,1211/6
r,5/12,2423/12
72,0.5,607/3
58,0.5,607/3
r,0.75,607/3
51,0.25,1217/6
74,0.25,1217/6
r,0.25,2437/12
r,5/3,2437/12
51,0.25,2437/12
74,0.25,2437/12
75,0.5,610/3
58,0.5,610/3
77,0.5,1223/6
51,0.5,1223/6
79,1/3,613/3
58,1/3,613/3
r,1/12,614/3
55,0.25,204.75
80,0.5,204.75
r,1/12,205.0
82,0.25,2461/12
58,0.25,2461/12
r,5/6,205.25
r,0.25,616/3
51,0.5,2467/12
84,0.5,2467/12
58,2/3,2473/12
86,2/3,2473/12
r,0.5,2473/12
r,0.5,2473/12
51,1/6,2473/12
84,1/6,2473/12
53,0.5,2479/12
87,2.5,2479/12
r,1/12,206.75
58,1/3,1241/6
r,0.75,2485/12
r,0.25,1243/6
56,0.5,2489/12
58,1/3,1247/6
r,0.5,2495/12
r,11/12,1249/6
53,0.25,2501/12
r,1/6,626/3
58,2/3,1253/6
r,1/3,2509/12
r,0.75,2509/12
87,0.75,2509/12
53,0.5,2513/12
86,0.5,2513/12
58,0.5,1259/6
r,5/12,2519/12
56,0.5,631/3
r,5/12,631/3
58,0.5,210.75
r,0.5,1265/6
