r,0.25,2399/12,1
40,2.0,1201/6,1
52,2.0,1201/6,1
39,1.0,1213/6,1
51,1.0,1213/6,1
37,1.0,1219/6,1
49,1.0,1219/6,1
36,2.0,1225/6,1
44,2.0,1225/6,1
48,2.0,1225/6,1
37,2.0,1237/6,1
44,2.0,1237/6,1
49,2.0,1237/6,1
30,2.0,1249/6,1
42,2.0,1249/6,1
32,2.0,1261/6,1
44,2.0,1261/6,1
37,4.75,1273/6,1
49,4.75,1273/6,1
r,0.25,653/3,1
42,1.0,2615/12,1
54,1.0,2615/12,1
45,1.0,2627/12,1
57,1.0,2627/12,1
42,1.0,2639/12,1
54,1.0,2639/12,1
37,4.75,2651/12,1
49,4.75,2651/12,1
r,0.25,2717/12,1
42,1.0,680/3,1
54,1.0,680/3,1
45,1.0,683/3,1
57,1.0,683/3,1
42,1.0,686/3,1
54,1.0,686/3,1
37,2.0,689/3,1
49,2.0,689/3,1
30,2.0,695/3,1
42,2.0,695/3,1
39,2.75,701/3,1
51,2.75,701/3,1
r,0.25,2837/12,1
40,1.0,710/3,1
52,1.0,710/3,1
37,1.0,713/3,1
49,1.0,713/3,1
39,1.0,716/3,1
51,1.0,716/3,1
36,1.0,719/3,1
48,1.0,719/3,1
37,1.0,722/3,1
49,1.0,722/3,1
33,2.0,725/3,1
45,2.0,725/3,1
32,1.0,731/3,1
44,1.0,731/3,1
30,1.0,734/3,1
42,1.0,734/3,1
32,2.0,737/3,1
44,2.0,737/3,1
32,2.0,743/3,1
44,2.0,743/3,1
37,3.75,749/3,1
44,2.75,749/3,1
r,0.25,3029/12,1
44,0.75,758/3,1
44,0.25,3041/12,1
r,0.25,3041/12,1
36,3.75,761/3,1
44,2.75,761/3,1
r,0.25,3077/12,1
44,0.75,770/3,1
44,0.25,3089/12,1
r,0.25,3089/12,1
37,3.75,773/3,1
44,2.75,773/3,1
r,0.25,3125/12,1
44,0.75,782/3,1
44,0.25,3137/12,1
r,0.25,3137/12,1
32,3.75,785/3,1
44,2.75,785/3,1
r,0.25,3173/12,1
44,0.75,794/3,1
44,0.25,3185/12,1
r,0.25,3185/12,1
37,3.75,797/3,1
44,2.75,797/3,1
r,0.25,3221/12,1
44,0.75,806/3,1
44,0.25,3233/12,1
r,0.25,3233/12,1
32,3.75,809/3,1
44,2.75,809/3,1
r,0.25,3269/12,1
44,0.75,818/3,1
44,0.25,3281/12,1
r,0.25,3281/12,1
37,17/3,821/3,1
44,2.0,821/3,1
49,2.0,827/3,1
44,2.0,833/3,1
44,1/3,839/3,1
49,1/3,280.0,1
44,1/3,841/3,1
40,1/3,842/3,1
44,1/3,281.0,1
40,1/3,844/3,1
37,2.0,845/3,1
37,2.0,851/3,1
44,2.0,851/3,1
49,2.0,851/3,1
37,3.75,857/3,1
44,3.75,857/3,1
49,3.75,857/3,1
r,0.25,3473/12,1
