0.0,Formula de Compasso,2/4
89.25,Note,Parte_1,0.25,85,
89.5,Note,Parte_1,0.25,82,
89.5,Note,Parte_3,0.5,49,
89.75,Note,Parte_1,0.25,85,
90.0,Note,Parte_1,0.25,82,
90.0,Rest,Parte_2,2.0,0,
90.0,Note,Parte_3,0.5,42,
90.0,Rest,Parte_4,2.0,0,
90.0,Rest,Parte_5,2.0,0,
90.25,Note,Parte_1,0.25,85,
90.5,Note,Parte_1,0.25,82,
90.5,Note,Parte_3,0.5,49,
90.75,Note,Parte_1,0.25,85,
91.0,Note,Parte_1,0.25,80,
91.0,Note,Parte_3,0.5,37,
91.25,Note,Parte_1,0.25,83,
91.5,Note,Parte_1,0.25,77,
91.5,Note,Parte_3,0.5,49,
91.75,Note,Parte_1,0.25,85,
92.0,Note,Parte_1,0.25,82,
92.0,Rest,Parte_2,2.0,0,
92.0,Note,Parte_3,0.5,54,
92.0,Rest,Parte_4,2.0,0,
92.0,Rest,Parte_5,2.0,0,
92.25,Note,Parte_1,0.25,78,
92.5,Note,Parte_1,0.25,70,
92.5,Note,Parte_3,0.5,61,
92.75,Note,Parte_1,0.25,78,
93.0,Note,Parte_1,0.25,71,
93.0,Note,Parte_3,0.5,63,
93.25,Note,Parte_1,0.25,78,
93.5,Note,Parte_1,0.25,70,
93.5,Note,Parte_3,0.5,61,
93.75,Note,Parte_1,0.25,78,
94.0,Note,Parte_1,0.25,75,
94.0,Rest,Parte_2,2.0,0,
94.0,Note,Parte_3,0.5,59,
94.0,Rest,Parte_4,2.0,0,
94.0,Rest,Parte_5,2.0,0,
94.25,Note,Parte_1,0.25,78,
94.5,Note,Parte_1,0.25,73,
94.5,Note,Parte_3,0.5,58,
94.75,Note,Parte_1,0.25,78,
95.0,Note,Parte_1,0.25,77,
95.0,Note,Parte_3,0.5,56,
95.25,Note,Parte_1,0.25,80,
95.5,Note,Parte_1,0.25,77,
95.5,Note,Parte_3,0.5,49,
95.75,Note,Parte_1,0.25,85,
96.0,Note,Parte_1,0.25,78,
96.0,Rest,Parte_2,2.0,0,
96.0,Note,Parte_3,0.5,54,
96.0,Rest,Parte_4,2.0,0,
96.0,Rest,Parte_5,2.0,0,
96.25,Note,Parte_1,0.25,82,
96.5,Note,Parte_1,0.25,78,
96.5,Note,Parte_3,0.5,42,
96.75,Note,Parte_1,0.25,85,
97.0,Note,Parte_1,0.25,78,
97.0,Note,Parte_3,0.5,51,
97.25,Note,Parte_1,0.25,82,
97.5,Note,Parte_1,0.25,78,
97.5,Note,Parte_3,0.5,39,
97.75,Note,Parte_1,0.25,87,
98.0,Note,Parte_1,0.25,78,
98.0,Rest,Parte_2,2.0,0,
98.0,Note,Parte_3,0.5,47,
98.0,Rest,Parte_4,2.0,0,
98.0,Rest,Parte_5,2.0,0,
98.25,Note,Parte_1,0.25,87,
98.5,Note,Parte_1,0.25,78,
98.5,Note,Parte_3,0.5,35,
98.75,Note,Parte_1,0.25,87,
99.0,Note,Parte_1,0.25,78,
99.0,Note,Parte_3,0.5,45,
99.25,Note,Parte_1,0.25,87,
99.5,Note,Parte_1,0.25,78,
99.5,Note,Parte_3,0.5,33,
99.75,Note,Parte_1,0.25,87,
100.0,Chord,Parte_1,0.5,"[77, 86]",
100.0,Rest,Parte_2,2.0,0,
100.0,Chord,Parte_3,0.5,"[34, 46]",
100.0,Rest,Parte_4,2.0,0,
100.0,Rest,Parte_5,2.0,0,
100.5,Note,Parte_1,0.25,71,
100.5,Rest,Parte_3,0.5,0,
100.75,Note,Parte_1,0.25,70,
101.0,Rest,Parte_1,0.5,0,
101.0,Note,Parte_3,0.25,70,
101.25,Note,Parte_3,0.25,68,
101.5,Note,Parte_1,0.25,70,
101.5,Rest,Parte_3,0.5,0,
101.75,Note,Parte_1,0.25,68,
102.0,Rest,Parte_1,0.5,0,
102.0,Rest,Parte_2,2.0,0,
102.0,Note,Parte_3,0.25,68,
102.0,Rest,Parte_4,2.0,0,
102.0,Rest,Parte_5,2.0,0,
102.25,Note,Parte_3,0.25,66,
102.5,Note,Parte_1,0.25,68,
102.5,Rest,Parte_3,0.5,0,
102.75,Note,Parte_1,0.25,66,
103.0,Rest,Parte_1,0.5,0,
103.0,Note,Parte_3,0.25,66,
103.25,Note,Parte_3,0.25,65,
103.5,Note,Parte_1,0.25,66,
103.5,Rest,Parte_3,0.5,0,
103.75,Note,Parte_1,0.25,65,
104.0,Rest,Parte_1,0.5,0,
104.0,Rest,Parte_2,2.0,0,
104.0,Note,Parte_3,0.25,65,
104.0,Rest,Parte_4,2.0,0,
104.0,Rest,Parte_5,2.0,0,
104.25,Note,Parte_3,0.25,63,
104.5,Note,Parte_1,0.25,65,
104.5,Rest,Parte_3,0.5,0,
